name,id,length,group
SET_CHANENABLESTATE,0x0210,6,CHANENABLESTATE
REQ_CHANENABLESTATE,0x0211,6,CHANENABLESTATE
GET_CHANENABLESTATE,0x0212,6,CHANENABLESTATE
HW_START_UPDATEMSGS,0x0011,6,
HW_STOP_UPDATEMSGS,0x0012,6,
HW_REQ_INFO,0x0005,6,HW_INFO
HW_GET_INFO,0x0006,6,HW_INFO
HOME,0x0443,6,HOMING
HOMED,0x0444,6,HOMING
MOVE_ABSOLUTE,0x0453,6;12,MOVING
MOVE_COMPLETED,0x0464,20,MOVING
